Query,Result Number,Title,Link,Snippet
espp,1,ESPP: What is an ESPP and how does it work | Fidelity,"https://www.fidelity.com/learning-center/personal-finance/what-is-an-ESPP#:~:text=ESPP%20stands%20for%20employee%20stock,a%20set%20schedule%20over%20time.",N/A
espp,2,What are Employee Stock Purchase Plans (ESPPs)?,https://www.schwab.com/learn/story/employee-stock-purchase-plans-guide,"Jan 10, 2025 — An employee stock purchase plan (ESPP)1 is an optional program that allows you to buy shares of your company's stock at a discounted price. You ..."
espp,3,Employee stock purchase plans,https://www.computershare.com/us/business/employee-share-plans/espp,An Employee Stock Purchase Plan (ESPP) is the easiest and often the most cost-effective way for employees to purchase shares in your company.
espp,4,Employee stock purchase plan,https://en.wikipedia.org/wiki/Employee_stock_purchase_plan,An employee stock purchase plan (ESPP) is a means by which employees of a corporation can purchase the corporation's capital stock.
espp,5,Employee stock purchase plan (ESPP) - Gen Digital,https://benefits.gendigital.com/us/financial/espp,The employee stock purchase plan (ESPP) allows you to set aside between 2% and 10% of your compensation through payroll deductions to purchase Gen stock ...
espp,6,Employee Stock Purchase Plan (ESPP): What It Is and ...,https://www.investopedia.com/terms/e/espp.asp,"An employee stock purchase plan (ESPP) is a company-run program in which participating employees can purchase company stock directly, at a discounted price."
espp,7,Employee Stock Purchase Plans (ESPP),https://www.esopassociation.org/articles/employee-stock-purchase-plans,"Employee stock purchase plans (ESPPs) enable employees to buy company stock at a discounted rate, such as 15 percent. The plans offer a potential financial ..."
espp,8,Employee stock purchase plan – ESPP,https://www.globalshares.com/insights/employee-stock-purchase-plan-espp/,"Mar 11, 2025 — An ESPP (employee stock purchase plan) allows employees to use after-tax wages to acquire their company's shares, usually at a discount of ..."
long term incentive plan,1,Long-Term Incentive Plan (LTIP) Definition and Types,"https://www.investopedia.com/terms/l/long_term_incentive-plan.asp#:~:text=A%20long%2Dterm%20incentive%20plan%20(LTIP)%20is%20a%20company,fulfill%20various%20conditions%20or%20requirements.",N/A
long term incentive plan,2,"Long-Term Incentives, the Basics",https://www.mercer.com/en-us/insights/total-rewards/total-rewards-strategy/long-term-incentives-the-basics/,"A long-term incentive, as the name suggests, is a vehicle that has an extended time horizon (generally greater than one year) and that can be a strategic ..."
long term incentive plan,3,Long-Term Incentive (LTI) Compensation: The Basics,https://www.meridiancp.com/insights/long-term-incentive-lti-compensation-the-basics/,"Feb 12, 2024 — LTIPs are structured reward systems aimed at motivating and retaining key employees over a time period greater than 12 months."
long term incentive plan,4,Long Term Incentive Plans and Deferred Bonus Plans,https://www.twobirds.com/-/media/pdfs/expertise/employment/employment-incentive/long-term-incentive-plans-and-deferred-bonus-plans.pdf,"Long Term Incentive Plans (""LTIPs"") (also sometimes referred to as (""Performance Share Plans"") are the most popular form of long term share award for senior ..."
long term incentive plan,5,LTIP: What you need to know about long-term incentive plans,https://www.globalshares.com/insights/long-term-incentive-plan-design-what-you-need-to-know/,"Feb 26, 2025 — Long Term Incentive Plans (LTIPs) incentivize employees to meet specific goals and targets in the long term by linking rewards to performance."
long term incentive plan,6,"Long-term incentives, the basics | Mercer",https://www.imercer.com/articleinsights/Long-term-incentives-the-basics,Long-term incentives (LTI) are a valuable part of a total compensation package both for delivering rewards and focusing employees on desired future outcomes ...
long term incentive plan,7,Long-Term Incentive Plan: The Basics & Types,https://www.rippling.com/blog/long-term-incentive-plan,"Dec 12, 2024 — A long-term incentive plan (LTIP) is an incentive compensation strategy designed to reward employees for achieving predefined objectives over an ..."
long term incentive plan,8,What Is a Long-Term Incentive Plan (LTIP)? (Plus Different ...,https://www.indeed.com/career-advice/career-development/ltip,"Mar 26, 2025 — A long-term incentive plan or LTIP is a performance-based benefit offered by many businesses. It acts as an additional form of income for ..."
long term incentive plan,9,Long-Term Incentive Plan (LTIP) Types & Examples,https://ledgy.com/blog/ltip,"Oct 24, 2023 — An LTIP is a way to reward key employees for reaching performance targets, usually over multiple years."
long term incentive plan,10,A guide to long-term incentive plans (LTIPs),https://www.oysterhr.com/library/long-term-incentive-plan,"Jan 29, 2025 — A long-term incentive plan (LTIP or LTI) is a compensation program that provides employees with rewards beyond their base salary."
equity compensation,1,"Equity Compensation: Definition, How It Works, Types of ...",https://www.investopedia.com/terms/e/equity-compensation.asp,"Equity compensation is non-cash pay that is offered to employees, including options, restricted stock, and performance shares."
equity compensation,2,"Equity Compensation: Pros & Cons, Types and How it Works",https://www.globalshares.com/insights/what-is-equity-compensation/,"Oct 3, 2023 — Equity compensation, or stock-based compensation, is a type of non-cash pay that a company offers to employees to partake in ownership of ..."
equity compensation,3,Should You Offer Equity as Compensation?,https://www.business.com/articles/equity-as-compensation/,"Feb 14, 2025 — Equity compensation is a noncash form of compensation through which employees receive a partial stake in the company that employs them in ..."
equity compensation,4,Including Equity Compensation in a Financial Plan,https://www.schwab.com/learn/story/equity-compensation-overview,"Feb 19, 2025 — There are many types of equity compensation, including: restricted stock units and awards, employee stock purchase plans, stock options, ..."
equity compensation,5,Open guide to equity compensation,https://github.com/jlevy/og-equity-compensation,"Equity compensation is the practice of granting partial ownership in a company in exchange for work. In its ideal form, equity compensation aligns the ..."
equity compensation,6,What Being Offered Equity In a Company Really Means,https://www.indeed.com/career-advice/pay-salary/being-offered-equity-in-a-company,"Mar 3, 2025 — Companies may offer employees equity compensation. This is a type of non-cash payment, that gives employees partial ownership in the company they work for."
equity compensation,7,What Is Equity Compensation & How Does It Work?,https://www.paychex.com/articles/human-resources/what-is-equity-compensation,"Oct 25, 2023 — With an equity compensation plan, employees may be offered shares outright or offered the opportunity to purchase shares at a discounted rate ..."
equity compensation,8,How to Maximize Equity Compensation,https://www.plancorp.com/equity-compensation,"Equity compensation encompasses a range of programs, including stock options, restricted stock units, and employee stock purchase plans."
equity compensation,9,Equity Compensation: A Guide for Employees & Founders,https://carta.com/learn/equity/compensation/,"Mar 12, 2024 — Equity compensation is a non-cash part of overall compensation and benefits, offering employees and other service providers an ownership stake ..."
stock plan administration,1,"Stock plan administration: Scope, methods, pros and cons","https://www.globalshares.com/insights/equity-plan-administration/#:~:text=Stock%20plan%20administration%2C%20commonly%20known,from%20internal%20and%20external%20parties.",N/A
stock plan administration,2,Stock Plan Administration,https://www.naspp.com/resources/topics/stock-plan-administration,"Overview of Stock Plan Administration. Once a stock plan is designed and implemented, focus turns to the ongoing administration of the plan."
stock plan administration,3,Equity Plan Administration Best Practices: A Complete Guide,https://www.qapita.com/us/blog/equity-plan-administration-complete-guide,"Apr 30, 2024 — The key responsibilities of an equity plan administrator include designing and establishing equity plans, granting and managing equity awards, ..."
stock plan administration,4,Stock Plan Administration | Equity Management Services,https://www.fidelityworkplace.com/s/stockplanservices,"We offer customized approaches to equity administration, allowing you to create a solution that aligns with your goals and objectives."
stock plan administration,5,Stock Plan Services and Solutions for Your Business,https://business.bofa.com/en-us/content/workplace-benefits/solutions-and-services/stock-plan-services.html,A stock plan is a company benefit that offers employees the opportunity to purchase company stock at a discounted rate. Certain plans come with specific limits ...
stock plan administration,6,Equity Administration for Public Companies,https://www.morganstanley.com/atwork/equity-administration-public-companies,"Equity Plan Administration. Streamline your equity plan administration with our next-generation technology, so you can get trusted data and real-time reporting."
stock plan administration,7,Stock Plan Administrator: What Is It? and How to Become ...,https://www.ziprecruiter.com/career/Stock-Plan-Administrator/What-Is-How-to-Become,"As a stock plan administrator, your main job duties are to research and write reports about the appropriate ways to compensate employees with stock options."
stock plan administration,8,Stock Plan Services | Charles Schwab,https://workplacefinancialservices.schwab.com/stock-plans,"Stock Plan Services makes plan administration easy by combining powerful technology, education for your employees, and support from real humans."
stock plan administration,9,Five improvements you'll notice when you outsource your ...,https://www.computershare.com/us/equity-advisory-insights/improvements-when-you-outsource-stock-plan-administration,"Outsourcing your stock plan administration saves you time, mitigates risk, and frees up your valuable in-house human resources to focus on your ultimate goal of ..."
